AvgSpotLen	BioSample	BioSampleModel	Experiment	Instrument	Library_Name	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	Sample_Name	age	dev_stage	ecotype	geo_loc_name	tissue	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Platform	SRA_Study
202	SAMN03326844	Plant	SRX972683	Illumina HiSeq 2000	8343	2015-03-30	1646	1055	Arabidopsis thaliana	2016-05-06	SRR1946000	SRS887427	8343	not applicable	not applicable	8343	France	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326845	Plant	SRX972684	Illumina Genome Analyzer IIx	8351	2015-03-30	6665	5702	Arabidopsis thaliana	2016-05-06	SRR1946001	SRS887426	8351	not applicable	not applicable	8351	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326846	Plant	SRX972685	Illumina HiSeq 2000	8354	2015-03-30	2140	1373	Arabidopsis thaliana	2016-05-06	SRR1946002	SRS887425	8354	not applicable	not applicable	8354	Russia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326847	Plant	SRX972686	Illumina HiSeq 2000	8357	2015-03-30	13648	9992	Arabidopsis thaliana	2016-05-06	SRR1946003	SRS887424	8357	not applicable	not applicable	8357	Spain	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326848	Plant	SRX972687	Illumina HiSeq 2000	8365	2015-03-30	4150	2836	Arabidopsis thaliana	2016-05-06	SRR1946004	SRS887428	8365	not applicable	not applicable	8365	Czech Republic	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326849	Plant	SRX972688	Illumina HiSeq 2000	8366	2015-03-30	3014	2124	Arabidopsis thaliana	2016-05-06	SRR1946005	SRS887423	8366	not applicable	not applicable	8366	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326850	Plant	SRX972689	Illumina Genome Analyzer IIx	8369	2015-03-30	2822	1654	Arabidopsis thaliana	2016-05-06	SRR1946006	SRS887422	8369	not applicable	not applicable	8369	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
220	SAMN03326851	Plant	SRX972690	Illumina Genome Analyzer IIx	8376	2015-03-30	4606	3090	Arabidopsis thaliana	2016-05-06	SRR1946007	SRS887421	8376	not applicable	not applicable	8376	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
220	SAMN03326852	Plant	SRX972691	Illumina Genome Analyzer IIx	8386	2015-03-30	4516	3077	Arabidopsis thaliana	2016-05-06	SRR1946008	SRS887419	8386	not applicable	not applicable	8386	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326853	Plant	SRX972692	Illumina Genome Analyzer IIx	8387	2015-03-30	3047	2160	Arabidopsis thaliana	2016-05-06	SRR1946009	SRS887420	8387	not applicable	not applicable	8387	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326854	Plant	SRX972693	Illumina HiSeq 2000	8419	2015-03-30	4266	2928	Arabidopsis thaliana	2016-05-06	SRR1946010	SRS887418	8419	not applicable	not applicable	8419	Lithuania	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326855	Plant	SRX972694	Illumina HiSeq 2000	8420	2015-03-30	2034	1280	Arabidopsis thaliana	2016-05-06	SRR1946011	SRS887417	8420	not applicable	not applicable	8420	Germany	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326856	Plant	SRX972695	Illumina Genome Analyzer IIx	8422	2015-03-30	5029	2334	Arabidopsis thaliana	2016-05-06	SRR1946012	SRS887416	8422	not applicable	not applicable	8422	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
202	SAMN03326857	Plant	SRX972696	Illumina HiSeq 2000	8424	2015-03-30	11425	7702	Arabidopsis thaliana	2016-05-06	SRR1946013	SRS887415	8424	not applicable	not applicable	8424	India	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326858	Plant	SRX972697	Illumina Genome Analyzer IIx	8426	2015-03-30	5232	4439	Arabidopsis thaliana	2016-05-06	SRR1946014	SRS887414	8426	not applicable	not applicable	8426	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326859	Plant	SRX972698	Illumina HiSeq 2000	8427	2015-03-30	3256	1937	Arabidopsis thaliana	2016-05-06	SRR1946015	SRS887413	8427	not applicable	not applicable	8427	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326860	Plant	SRX972699	Illumina HiSeq 2000	8464	2015-03-31	9223	6559	Arabidopsis thaliana	2016-05-06	SRR1946016	SRS887412	8464	not applicable	not applicable	8464	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
197	SAMN03326861	Plant	SRX972700	Illumina HiSeq 2000	8483	2015-03-31	8238	6034	Arabidopsis thaliana	2016-05-06	SRR1946017	SRS887411	8483	not applicable	not applicable	8483	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
97	SAMN03326862	Plant	SRX972701	Illumina HiSeq 2000	8699	2015-03-31	6780	4453	Arabidopsis thaliana	2016-05-06	SRR1946018	SRS887410	8699	not applicable	not applicable	8699	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
97	SAMN03326863	Plant	SRX972702	Illumina HiSeq 2000	8723	2015-03-31	6635	4315	Arabidopsis thaliana	2016-05-06	SRR1946019	SRS887409	8723	not applicable	not applicable	8723	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326864	Plant	SRX972703	Illumina HiSeq 2000	9027	2015-03-31	6035	4378	Arabidopsis thaliana	2016-05-06	SRR1946020	SRS887407	9027	not applicable	not applicable	9027	USA	leaf/rosette	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326865	Plant	SRX972704	Illumina Genome Analyzer IIx	9057	2015-03-30	5299	2497	Arabidopsis thaliana	2016-05-06	SRR1946021	SRS887406	9057	not applicable	not applicable	9057	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
220	SAMN03326866	Plant	SRX972705	Illumina Genome Analyzer IIx	9058	2015-03-30	9065	6225	Arabidopsis thaliana	2016-05-06	SRR1946022	SRS887405	9058	not applicable	not applicable	9058	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326867	Plant	SRX972706	Illumina HiSeq 2000	9067	2015-03-30	2728	1898	Arabidopsis thaliana	2016-05-06	SRR1946023	SRS887408	9067	not applicable	not applicable	9067	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326868	Plant	SRX972707	Illumina HiSeq 2000	9069	2015-03-30	7463	5412	Arabidopsis thaliana	2016-05-06	SRR1946024	SRS887404	9069	not applicable	not applicable	9069	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326869	Plant	SRX972708	Illumina HiSeq 2000	9070	2015-03-30	4049	2956	Arabidopsis thaliana	2016-05-06	SRR1946025	SRS887403	9070	not applicable	not applicable	9070	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326870	Plant	SRX972709	Illumina HiSeq 2000	9075	2015-03-30	3493	2549	Arabidopsis thaliana	2016-05-06	SRR1946026	SRS887402	9075	not applicable	not applicable	9075	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326871	Plant	SRX972710	Illumina HiSeq 2000	9078	2015-03-30	6996	5064	Arabidopsis thaliana	2016-05-06	SRR1946027	SRS887401	9078	not applicable	not applicable	9078	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326872	Plant	SRX972711	Illumina HiSeq 2000	9079	2015-03-30	2072	1512	Arabidopsis thaliana	2016-05-06	SRR1946028	SRS887400	9079	not applicable	not applicable	9079	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326873	Plant	SRX972712	Illumina HiSeq 2000	9081	2015-03-30	3210	2341	Arabidopsis thaliana	2016-05-06	SRR1946029	SRS887398	9081	not applicable	not applicable	9081	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326874	Plant	SRX972713	Illumina HiSeq 2000	9084	2015-03-30	3450	2521	Arabidopsis thaliana	2016-05-06	SRR1946030	SRS887397	9084	not applicable	not applicable	9084	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326875	Plant	SRX972714	Illumina HiSeq 2000	9085	2015-03-30	3019	2093	Arabidopsis thaliana	2016-05-06	SRR1946031	SRS887399	9085	not applicable	not applicable	9085	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326876	Plant	SRX972715	Illumina HiSeq 2000	9089	2015-03-30	3794	2764	Arabidopsis thaliana	2016-05-06	SRR1946032	SRS887396	9089	not applicable	not applicable	9089	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326877	Plant	SRX972716	Illumina HiSeq 2000	9091	2015-03-30	2781	1840	Arabidopsis thaliana	2016-05-06	SRR1946033	SRS887395	9091	not applicable	not applicable	9091	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
198	SAMN03326878	Plant	SRX972717	Illumina HiSeq 2000	9095	2015-03-30	5151	3715	Arabidopsis thaliana	2016-05-06	SRR1946034	SRS887394	9095	not applicable	not applicable	9095	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326879	Plant	SRX972718	Illumina HiSeq 2000	9099	2015-03-30	2885	1982	Arabidopsis thaliana	2016-05-06	SRR1946035	SRS887393	9099	not applicable	not applicable	9099	Azerbaijan	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326880	Plant	SRX972719	Illumina HiSeq 2000	9100	2015-03-30	6573	4528	Arabidopsis thaliana	2016-05-06	SRR1946036	SRS887392	9100	not applicable	not applicable	9100	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326881	Plant	SRX972720	Illumina HiSeq 2000	9102	2015-03-30	5167	3562	Arabidopsis thaliana	2016-05-06	SRR1946037	SRS887391	9102	not applicable	not applicable	9102	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326882	Plant	SRX972721	Illumina HiSeq 2000	9103	2015-03-30	5951	4114	Arabidopsis thaliana	2016-05-06	SRR1946038	SRS887389	9103	not applicable	not applicable	9103	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326883	Plant	SRX972722	Illumina HiSeq 2000	9104	2015-03-30	5822	4038	Arabidopsis thaliana	2016-05-06	SRR1946039	SRS887388	9104	not applicable	not applicable	9104	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326884	Plant	SRX972723	Illumina HiSeq 2000	9105	2015-03-30	3578	2342	Arabidopsis thaliana	2016-05-06	SRR1946040	SRS887390	9105	not applicable	not applicable	9105	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326885	Plant	SRX972724	Illumina HiSeq 2000	9106	2015-03-30	2749	1902	Arabidopsis thaliana	2016-05-06	SRR1946041	SRS887387	9106	not applicable	not applicable	9106	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326886	Plant	SRX972725	Illumina HiSeq 2000	9111	2015-03-30	12071	8356	Arabidopsis thaliana	2016-05-06	SRR1946042	SRS887386	9111	not applicable	not applicable	9111	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326887	Plant	SRX972726	Illumina HiSeq 2000	9113	2015-03-30	3431	2369	Arabidopsis thaliana	2016-05-06	SRR1946043	SRS887385	9113	not applicable	not applicable	9113	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326888	Plant	SRX972727	Illumina HiSeq 2000	9114	2015-03-30	3392	2362	Arabidopsis thaliana	2016-05-06	SRR1946044	SRS887384	9114	not applicable	not applicable	9114	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326889	Plant	SRX972728	Illumina HiSeq 2000	9115	2015-03-30	2723	1763	Arabidopsis thaliana	2016-05-06	SRR1946045	SRS887383	9115	not applicable	not applicable	9115	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326890	Plant	SRX972729	Illumina HiSeq 2000	9121	2015-03-30	3391	2353	Arabidopsis thaliana	2016-05-06	SRR1946046	SRS887382	9121	not applicable	not applicable	9121	Georgia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326891	Plant	SRX972730	Illumina HiSeq 2000	9125	2015-03-30	5528	3831	Arabidopsis thaliana	2016-05-06	SRR1946047	SRS887381	9125	not applicable	not applicable	9125	Armenia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326892	Plant	SRX972731	Illumina HiSeq 2000	9128	2015-03-30	3908	2777	Arabidopsis thaliana	2016-05-06	SRR1946048	SRS887379	9128	not applicable	not applicable	9128	Armenia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326893	Plant	SRX972732	Illumina HiSeq 2000	9130	2015-03-30	6235	4280	Arabidopsis thaliana	2016-05-06	SRR1946049	SRS887380	9130	not applicable	not applicable	9130	Armenia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326894	Plant	SRX972733	Illumina HiSeq 2000	9131	2015-03-30	4901	3381	Arabidopsis thaliana	2016-05-06	SRR1946050	SRS887377	9131	not applicable	not applicable	9131	Armenia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326895	Plant	SRX972734	Illumina HiSeq 2000	9133	2015-03-30	4637	3296	Arabidopsis thaliana	2016-05-06	SRR1946051	SRS887378	9133	not applicable	not applicable	9133	Armenia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326896	Plant	SRX972735	Illumina HiSeq 2000	9134	2015-03-30	4901	3398	Arabidopsis thaliana	2016-05-06	SRR1946052	SRS887374	9134	not applicable	not applicable	9134	Armenia	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326897	Plant	SRX972736	Illumina HiSeq 2000	9298	2015-03-30	1911	1319	Arabidopsis thaliana	2016-05-06	SRR1946053	SRS887376	9298	not applicable	not applicable	9298	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326898	Plant	SRX972737	Illumina HiSeq 2000	9312	2015-03-30	2316	1507	Arabidopsis thaliana	2016-05-06	SRR1946054	SRS887375	9312	not applicable	not applicable	9312	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326899	Plant	SRX972738	Illumina HiSeq 2000	9314	2015-03-30	3873	2510	Arabidopsis thaliana	2016-05-06	SRR1946055	SRS887373	9314	not applicable	not applicable	9314	United Kingdom	leaf	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326900	Plant	SRX972739	Illumina Genome Analyzer IIx	9321	2015-03-30	6269	3858	Arabidopsis thaliana	2016-05-06	SRR1946056	SRS887372	9321	not applicable	not applicable	9321	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326901	Plant	SRX972740	Illumina Genome Analyzer IIx	9323	2015-03-30	5370	3326	Arabidopsis thaliana	2016-05-06	SRR1946057	SRS887371	9323	not applicable	not applicable	9323	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326902	Plant	SRX972741	Illumina HiSeq 2000	9332	2015-03-30	3491	2998	Arabidopsis thaliana	2016-05-06	SRR1946058	SRS887369	9332	not applicable	not applicable	9332	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326903	Plant	SRX972742	Illumina HiSeq 2000	9336	2015-03-30	13118	10428	Arabidopsis thaliana	2016-05-06	SRR1946059	SRS887370	9336	not applicable	not applicable	9336	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326904	Plant	SRX972743	Illumina HiSeq 2000	9339	2015-03-30	5617	4561	Arabidopsis thaliana	2016-05-06	SRR1946060	SRS887367	9339	not applicable	not applicable	9339	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326905	Plant	SRX972744	Illumina HiSeq 2000	9343	2015-03-30	6826	3935	Arabidopsis thaliana	2016-05-06	SRR1946061	SRS887368	9343	not applicable	not applicable	9343	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326906	Plant	SRX972745	Illumina Genome Analyzer IIx	9352	2015-03-30	6886	4298	Arabidopsis thaliana	2016-05-06	SRR1946062	SRS887366	9352	not applicable	not applicable	9352	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326907	Plant	SRX972746	Illumina HiSeq 2000	9353	2015-03-30	7173	5731	Arabidopsis thaliana	2016-05-06	SRR1946063	SRS887365	9353	not applicable	not applicable	9353	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326908	Plant	SRX972747	Illumina HiSeq 2000	9363	2015-03-30	4148	3526	Arabidopsis thaliana	2016-05-06	SRR1946064	SRS887364	9363	not applicable	not applicable	9363	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326909	Plant	SRX972748	Illumina HiSeq 2000	9369	2015-03-30	5488	4636	Arabidopsis thaliana	2016-05-06	SRR1946065	SRS887362	9369	not applicable	not applicable	9369	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326910	Plant	SRX972749	Illumina HiSeq 2000	9370	2015-03-30	4112	2404	Arabidopsis thaliana	2016-05-06	SRR1946066	SRS887363	9370	not applicable	not applicable	9370	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326911	Plant	SRX972750	Illumina Genome Analyzer IIx	9371	2015-03-30	6215	4026	Arabidopsis thaliana	2016-05-06	SRR1946067	SRS887361	9371	not applicable	not applicable	9371	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326912	Plant	SRX972751	Illumina HiSeq 2000	9380	2015-03-30	10052	8214	Arabidopsis thaliana	2016-05-06	SRR1946068	SRS887360	9380	not applicable	not applicable	9380	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326913	Plant	SRX972752	Illumina HiSeq 2000	9381	2015-03-30	4378	3110	Arabidopsis thaliana	2016-05-06	SRR1946069	SRS887359	9381	not applicable	not applicable	9381	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326914	Plant	SRX972753	Illumina Genome Analyzer IIx	9382	2015-03-30	4932	3412	Arabidopsis thaliana	2016-05-06	SRR1946070	SRS887358	9382	not applicable	not applicable	9382	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326915	Plant	SRX972754	Illumina HiSeq 2000	9383	2015-03-30	6876	5802	Arabidopsis thaliana	2016-05-06	SRR1946071	SRS887357	9383	not applicable	not applicable	9383	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326916	Plant	SRX972755	Illumina Genome Analyzer IIx	9386	2015-03-30	6176	4069	Arabidopsis thaliana	2016-05-06	SRR1946072	SRS887356	9386	not applicable	not applicable	9386	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326917	Plant	SRX972756	Illumina Genome Analyzer IIx	9388	2015-03-30	5915	3757	Arabidopsis thaliana	2016-05-06	SRR1946073	SRS887355	9388	not applicable	not applicable	9388	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326918	Plant	SRX972757	Illumina Genome Analyzer IIx	9390	2015-03-30	4525	2793	Arabidopsis thaliana	2016-05-06	SRR1946074	SRS887354	9390	not applicable	not applicable	9390	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326919	Plant	SRX972758	Illumina HiSeq 2000	9391	2015-03-30	14234	8801	Arabidopsis thaliana	2016-05-06	SRR1946075	SRS887353	9391	not applicable	not applicable	9391	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
200	SAMN03326920	Plant	SRX972759	Illumina Genome Analyzer IIx	9392	2015-03-30	7599	6216	Arabidopsis thaliana	2016-05-06	SRR1946076	SRS887352	9392	not applicable	not applicable	9392	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326921	Plant	SRX972760	Illumina Genome Analyzer IIx	9394	2015-03-30	5451	3363	Arabidopsis thaliana	2016-05-06	SRR1946077	SRS887350	9394	not applicable	not applicable	9394	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326922	Plant	SRX972761	Illumina HiSeq 2000	9395	2015-03-30	1297	593	Arabidopsis thaliana	2016-05-06	SRR1946078	SRS887351	9395	not applicable	not applicable	9395	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
152	SAMN03326923	Plant	SRX972762	Illumina Genome Analyzer IIx	9399	2015-03-30	5781	3503	Arabidopsis thaliana	2016-05-06	SRR1946079	SRS887349	9399	not applicable	not applicable	9399	Sweden	root	WGS	PRJNA273563	MPI-DB	public	sra	ncbi	0	PAIRED	RANDOM	GENOMIC	ILLUMINA	SRP056687
